RegionName,Date,Zhvi,Year,Month
60632,2000-09-30,107542.127764419,2000,9
60617,2000-09-30,64754.88878920593,2000,9
60608,2000-09-30,165911.00026758973,2000,9
60625,2000-09-30,167971.7166678357,2000,9
60623,2000-09-30,90643.18674821196,2000,9
60634,2000-09-30,149505.34085973675,2000,9
60657,2000-09-30,285102.3592621184,2000,9
60614,2000-09-30,373655.2593362129,2000,9
60620,2000-09-30,67331.26771902747,2000,9
60641,2000-09-30,157792.34477212094,2000,9
60640,2000-09-30,152175.0646593893,2000,9
60628,2000-09-30,60534.931474001125,2000,9
60609,2000-09-30,115790.43475514112,2000,9
60651,2000-09-30,86001.00574049614,2000,9
60619,2000-09-30,67404.85561262503,2000,9
60638,2000-09-30,129686.5365235242,2000,9
60630,2000-09-30,166319.76141247037,2000,9
60622,2000-09-30,302655.21845924505,2000,9
60626,2000-09-30,96595.93099936291,2000,9
60613,2000-09-30,185833.5891874069,2000,9
60649,2000-09-30,87816.5763016345,2000,9
60616,2000-09-30,202306.21261323965,2000,9
60643,2000-09-30,136458.23730960762,2000,9
60645,2000-09-30,117673.61781129317,2000,9
60644,2000-09-30,73187.14091366604,2000,9
60637,2000-09-30,177624.66898987372,2000,9
60659,2000-09-30,143730.5843533254,2000,9
60660,2000-09-30,117736.88670554048,2000,9
60707,2000-09-30,143234.83596065914,2000,9
60652,2000-09-30,104920.79274350486,2000,9
60610,2000-09-30,246636.06898296697,2000,9
60615,2000-09-30,136651.70963942786,2000,9
60624,2000-09-30,107673.27590805692,2000,9
60611,2000-09-30,277537.4338419481,2000,9
60653,2000-09-30,183750.1657480436,2000,9
60612,2000-09-30,213104.02705936492,2000,9
60631,2000-09-30,199726.92846201573,2000,9
60636,2000-09-30,42146.95906105783,2000,9
60607,2000-09-30,266082.0842628766,2000,9
60646,2000-09-30,245429.5879193224,2000,9
60655,2000-09-30,139325.9699507638,2000,9
60605,2000-09-30,261176.54402914652,2000,9
60621,2000-09-30,52189.39026665313,2000,9
60642,2000-09-30,295471.8365212702,2000,9
60656,2000-09-30,152726.4954957052,2000,9
60654,2000-09-30,274835.2417341057,2000,9
60601,2000-09-30,259177.9135403017,2000,9
60633,2000-09-30,65515.121449303384,2000,9
60661,2000-09-30,261832.42187945428,2000,9
60606,2000-09-30,250319.91996099256,2000,9
60602,2000-09-30,318842.0942826894,2000,9
60603,2000-09-30,,2000,9
60604,2000-09-30,,2000,9
60629,2000-10-31,99526.55159200972,2000,10
60618,2000-10-31,235377.0690793856,2000,10
60639,2000-10-31,103685.11566915724,2000,10
60647,2000-10-31,235124.87583527333,2000,10
60632,2000-10-31,108897.59100524995,2000,10
60617,2000-10-31,65580.27715124396,2000,10
60608,2000-10-31,167955.43032588463,2000,10
60625,2000-10-31,171208.27915617937,2000,10
60623,2000-10-31,91691.54198053088,2000,10
60634,2000-10-31,151920.56340758674,2000,10
60657,2000-10-31,288756.35525157186,2000,10
60614,2000-10-31,378233.7868063438,2000,10
60620,2000-10-31,68193.86807171488,2000,10
60641,2000-10-31,160728.69866595013,2000,10
60640,2000-10-31,154901.462458348,2000,10
60628,2000-10-31,61102.874628142454,2000,10
60609,2000-10-31,118093.27714829786,2000,10
60651,2000-10-31,87369.83483021862,2000,10
60619,2000-10-31,68473.59666050131,2000,10
60638,2000-10-31,131076.59632600614,2000,10
60630,2000-10-31,169460.30410024567,2000,10
60622,2000-10-31,307155.5408253392,2000,10
60626,2000-10-31,98076.55440080096,2000,10
60613,2000-10-31,188511.41583597375,2000,10
60649,2000-10-31,89378.85206395842,2000,10
60616,2000-10-31,205618.83567757843,2000,10
60643,2000-10-31,138419.93844524652,2000,10
60645,2000-10-31,119553.73850767512,2000,10
60644,2000-10-31,73831.19723364402,2000,10
60637,2000-10-31,179401.93961753268,2000,10
60659,2000-10-31,146550.765413412,2000,10
60660,2000-10-31,120011.87851793144,2000,10
60707,2000-10-31,145111.7140675465,2000,10
60652,2000-10-31,105843.32482008822,2000,10
60610,2000-10-31,251185.8035589283,2000,10
60615,2000-10-31,138597.91761324034,2000,10
60624,2000-10-31,109067.43527507083,2000,10
60611,2000-10-31,282340.32200220524,2000,10
60653,2000-10-31,186758.0118050472,2000,10
60612,2000-10-31,217152.6662977535,2000,10
60631,2000-10-31,202141.26100681748,2000,10
60636,2000-10-31,42828.020850413224,2000,10
60607,2000-10-31,269608.45972267527,2000,10
60646,2000-10-31,249374.03068429464,2000,10
